Ranking,Name,FullName,Age,Height,Weight,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,Maximum Wage,Minimum Wage,Average Wage,Maximum Rating,Minimum Rating,Average Rating
1249,Pierrino Faria,Pierre Tomás Torres De Faria,38,190,82,Brazil,76,76,0,1177,416,GK,GK,Santos,825000,13000,1600000,GK,2025,39,2022,FALSE,Not in team,,,,,,
1248,N. Domínguez,Nicolás Domínguez,24,179,73,Argentina,76,82,6,2028,438,"CM,CDM",CM,Bologna,12000000,27000,22800000,CM,2024,8,2019,FALSE,Not in team,,,,,,
1247,N. Bajrami,Nedim Bajrami,23,179,68,Albania,76,85,9,1961,419,"CAM,CF",CAM,Empoli,16500000,11000,33000000,CAM,2024,10,2020,FALSE,Not in team,,,,,,
1246,A. Maier,Arne Maier,23,186,79,Germany,76,82,6,1890,420,"CM,CDM",CM,FC Augsburg,12000000,23000,24000000,SUB,2025,10,2022,FALSE,Not in team,,,,,,
1245,E. Bardhi,Enis Bardhi,26,172,64,North Macedonia,76,76,0,2034,412,"LM,CM,RM",LM,Trabzonspor,8000000,34000,15200000,SUB,2025,29,2022,FALSE,Not in team,,,,,,
1244,K. Bare,Keidi Bare,24,174,66,Albania,76,81,5,2000,428,"CDM,CM",CDM,RCD Espanyol de Barcelona,10500000,15000,22800000,SUB,2024,8,2020,FALSE,Not in team,,,,,,
1243,J. Kluivert,Justin Kluivert,23,172,66,Netherlands,76,81,5,1878,407,"LW,LM,RM",CAM,Valencia CF,11500000,50000,0,SUB,2023,9,2018,TRUE,Not in team,,,,,,
1323,E. Winchester,Emmanuel Winchester,26,191,82,Nigeria,76,78,2,1655,359,CB,CB,AFC Richmond,8000000,40000,15800000,SUB,2024,4,2019,FALSE,Not in team,,,,,,
1260,R. Kent,Ryan Kent,25,172,65,England,76,79,3,1929,420,LW,RM,Rangers FC,10000000,51000,18800000,LW,2023,14,2019,FALSE,Not in team,,,,,,
1261,Z. Çelik,Zeki Çelik,25,180,78,Turkey,76,79,3,1963,427,"RWB,RM,RB",RWB,Roma,9000000,45000,16000000,SUB,2026,19,2022,FALSE,Not in team,,,,,,
1262,Sergio Rico,Sergio Rico González,28,196,90,Spain,76,78,2,1210,425,GK,GK,Paris Saint-Germain,6500000,49000,12500000,RES,2024,16,2020,FALSE,Not in team,,,,,,
1272,Lúcio Corteijo,Lúcio Anselmo Corteijo Salazar,34,175,71,Brazil,76,76,0,1856,399,RB,RB,América Futebol Clube,2800000,16000,5300000,RB,2025,14,2022,FALSE,Not in team,,,,,,
1279,M. Svanberg,Mattias Svanberg,23,185,77,Sweden,76,81,5,1960,429,"CM,CDM",CM,VfL Wolfsburg,11500000,35000,20400000,CDM,2027,32,2022,FALSE,Sweden,,,,,,
1278,L. García,Levi García,24,182,86,Trinidad and Tobago,76,80,4,1883,412,RW,CAM,AEK Athens,11000000,1000,25000000,SUB,2025,7,2020,FALSE,Not in team,,,,,,
1277,V. Pavlidis,Vangelis Pavlidis,23,185,82,Greece,76,82,6,1923,413,ST,ST,AZ Alkmaar,12000000,11000,20400000,ST,2025,9,2021,FALSE,Not in team,,,,,,
1276,Fali,Rafael Jiménez Jarque,28,186,84,Spain,76,77,1,1851,394,"CB,CDM,CM",CB,Cádiz CF,7000000,27000,15200000,CB,2024,3,2019,FALSE,Not in team,,,,,,
1275,Rubén Alcaraz,Rubén Alcaraz Jiménez,31,180,82,Spain,76,76,0,2104,433,"CM,CDM",CDM,Cádiz CF,6000000,28000,12600000,CM,2024,4,2022,FALSE,Not in team,,,,,,
1274,A. Lunev,Andrey Lunev,30,190,82,Russia,76,76,0,1229,424,GK,GK,Bayer 04 Leverkusen,5000000,32000,8500000,SUB,2023,40,2021,FALSE,Not in team,,,,,,
1273,Silas Almeim,Silas Enaldo Barros de Almeida,30,177,76,Brazil,76,76,0,1966,414,"LB,LM",LB,Ceará Sporting Club,6500000,13000,12400000,LB,2025,5,2022,FALSE,Not in team,,,,,,
1271,T. Kehrer,Thilo Kehrer,25,186,76,Germany,76,79,3,1857,404,"CB,RB",CB,West Ham United,9000000,50000,17800000,CB,2026,24,2022,FALSE,Germany,,,,,,
1263,Moi Gómez,Moisés Gómez Bordonado,28,176,73,Spain,76,76,0,1941,407,"LM,RM",LM,CA Osasuna,7500000,28000,15800000,LM,2027,16,2022,FALSE,Not in team,,,,,,
1270,Antonaldinho,Antonaldo David Machado Chagas,34,188,82,Brazil,76,76,0,1720,379,CB,CB,Clube Atlético Mineiro,2400000,30000,4300000,CB,2025,4,2022,FALSE,Not in team,,,,,,
1269,C. Adams,Ché Adams,25,178,70,Scotland,76,78,2,1934,412,ST,ST,Southampton,9500000,51000,18800000,ST,2024,10,2019,FALSE,Scotland,,,,,,
1268,Pere Milla,Pere Milla Peña,29,184,72,Spain,76,76,0,1843,396,"ST,LM,RM",ST,Elche CF,7500000,23000,16500000,ST,2025,10,2019,FALSE,Not in team,,,,,,
1267,M. De Sciglio,Mattia De Sciglio,29,182,78,Italy,76,76,0,1894,403,"RB,LB",RB,Juventus,6500000,75000,11100000,SUB,2025,2,2017,FALSE,Not in team,,,,,,
1266,S. Prci?,Sanjin Prci?,28,181,75,Bosnia and Herzegovina,76,76,0,1955,408,"CDM,CM",CDM,RC Strasbourg Alsace,6500000,24000,12400000,CDM,2025,14,2019,FALSE,Not in team,,,,,,
1265,M. Stevanovi?,Miroslav Stevanovi?,31,180,72,Bosnia and Herzegovina,76,76,0,1943,408,"RW,RM",RW,Servette FC,6000000,21000,8700000,RW,2025,9,2017,FALSE,Not in team,,,,,,
1264,Y. Abdelhamid,Yunis Abdelhamid,34,190,83,Morocco,76,76,0,1616,340,CB,CB,Stade de Reims,2400000,21000,4800000,CB,2024,5,2017,FALSE,Not in team,,,,,,
1322,J. Reynolds,Joe Reynolds,31,191,87,Republic of Ireland,76,76,0,1623,359,CB,CB,AFC Richmond,5000000,40000,9500000,SUB,2025,20,2013,FALSE,Not in team,,,,,,
1379,F. Ribéry,Franck Ribéry,39,170,72,France,76,76,0,1831,379,"CF,ST,CAM",CAM,US Salernitana 1919,2600000,21000,4700000,SUB,2023,7,2021,FALSE,Not in team,,,,,,
1324,T. Zoreaux,Thierry Zoreaux,28,188,86,Canada,76,77,1,1246,413,GK,GK,AFC Richmond,6000000,35000,11900000,GK,2024,81,2018,FALSE,Not in team,,,,,,
1387,M. Moralez,Maxi Moralez,35,158,56,Argentina,76,76,0,1910,393,"CAM,CM",CAM,New York City FC,3100000,7000,4700000,CAM,2022,10,2017,FALSE,Not in team,,,,,,
1385,R. Cota,Rodolfo Cota,34,183,86,Mexico,76,76,0,1280,428,GK,GK,Free agent,0,0,0,,,,2018,FALSE,Mexico,,,,,,
1384,C. Lukeba,Castello Lukeba,19,184,73,France,76,86,10,1838,404,CB,CB,Olympique Lyonnais,15000000,25000,31500000,CB,2025,4,2021,FALSE,Not in team,,,,,,
1383,João Victor,João Victor da Silva Marcelino,23,187,80,Brazil,76,84,8,1765,391,CB,CB,SL Benfica,15500000,11000,34100000,SUB,2027,38,2022,FALSE,Not in team,,,,,,
1382,L. Biglia,Lucas Biglia,36,178,63,Argentina,76,76,0,1965,388,"CDM,CM",CDM,?stanbul Ba?ak?ehir FK,1500000,23000,3000000,CDM,2023,20,2022,FALSE,Not in team,,,,,,
1381,K. Jaki?,Kristijan Jaki?,25,181,75,Croatia,76,79,3,1923,415,"CDM,CM",CDM,Eintracht Frankfurt,9000000,23000,16000000,RB,2026,6,2022,FALSE,Not in team,,,,,,
1380,Diego Costa,Diego da Silva Costa,33,186,84,Spain,76,76,0,1901,406,ST,ST,Wolverhampton Wanderers,4800000,72000,9100000,SUB,2023,29,2022,FALSE,Not in team,,,,,,
1378,R. Steffen,Renato Steffen,30,170,72,Switzerland,76,76,0,2057,426,"LM,RM",LM,FC Lugano,7000000,13000,10200000,RM,2025,22,2022,FALSE,Not in team,,,,,,
1377,A. Pyatov,Andriy Pyatov,38,190,90,Ukraine,76,76,0,1218,422,GK,GK,Shakhtar Donetsk,825000,500,1800000,SUB,2023,30,2007,FALSE,Not in team,,,,,,
1376,H. Ekitike,Hugo Ekitike,20,189,70,France,76,85,9,1749,379,ST,ST,Paris Saint-Germain,16500000,19000,0,SUB,2023,44,2020,TRUE,Not in team,,,,,,
1375,Ricardo Esgaio,Ricardo Sousa Esgaio,29,172,73,Portugal,76,76,0,2027,421,"RWB,RB,CB",RWB,Sporting CP,6500000,13000,13000000,SUB,2026,47,2021,FALSE,Not in team,,,,,,
1374,D. Kohr,Dominik Kohr,28,183,80,Germany,76,77,1,1956,434,"CDM,CM",CB,1. FSV Mainz 05,7000000,26000,12400000,CDM,2026,31,2022,FALSE,Not in team,,,,,,
1373,B. Mechele,Brandon Mechele,29,190,79,Belgium,76,77,1,1629,357,CB,CB,Club Brugge KV,7000000,24000,10300000,CB,2023,44,2012,FALSE,Not in team,,,,,,
1372,R. Gagliardini,Roberto Gagliardini,28,188,77,Italy,76,76,0,1946,410,"CDM,CM",CDM,Inter,6500000,50000,10700000,SUB,2023,5,2017,FALSE,Not in team,,,,,,
1371,P. Frankowski,Przemys?aw Frankowski,27,175,70,Poland,76,77,1,2046,445,"LWB,RWB",RM,Racing Club de Lens,8000000,28000,15800000,RWB,2026,29,2021,FALSE,Poland,,,,,,
1370,N. Maupay,Neal Maupay,25,173,69,France,76,78,2,1928,404,ST,ST,Everton,9500000,39000,18800000,SUB,2025,20,2022,FALSE,Not in team,,,,,,
1369,M. Elneny,Mohamed Elneny,29,179,72,Egypt,76,76,0,1939,406,"CDM,CM",CDM,Arsenal,6500000,63000,12400000,SUB,2023,25,2016,FALSE,Not in team,,,,,,
1368,D. Cataldi,Danilo Cataldi,27,180,70,Italy,76,77,1,2079,439,"CDM,CM",CM,Lazio,7500000,38000,13300000,CDM,2024,32,2011,FALSE,Not in team,,,,,,
1386,Ö. Toprak,Ömer Toprak,32,186,83,Turkey,76,76,0,1777,384,CB,CB,Antalyaspor,4900000,24000,9800000,CB,2024,21,2022,FALSE,Not in team,,,,,,
1388,S. Terodde,Simon Terodde,34,192,83,Germany,76,76,0,1757,375,ST,ST,FC Schalke 04,3600000,27000,6500000,ST,2023,9,2021,FALSE,Not in team,,,,,,
1326,D. Ljubi?i?,Dejan Ljubi?i?,24,187,74,Austria,76,80,4,2011,441,"RM,CDM",RM,1. FC Köln,11000000,23000,20600000,CAM,2025,7,2021,FALSE,Austria,,,,,,
1389,Víctor Díaz,Víctor David Díaz Miguel,34,184,72,Spain,76,76,0,1910,412,"CB,RB",CB,Granada CF,2400000,11000,3800000,SUB,2023,16,2017,FALSE,Not in team,,,,,,
1241,R. Koch,Robin Koch,25,191,83,Germany,76,80,4,1709,374,"CB,CDM",CB,Leeds United,9500000,33000,18800000,CB,2024,5,2020,FALSE,Not in team,,,,,,
1405,Miguel Veloso,Miguel Luís Pinto Veloso,36,180,79,Portugal,76,76,0,2017,404,"CM,CDM",CM,Hellas Verona,2400000,20000,4099999,SUB,2023,4,2019,FALSE,Not in team,,,,,,
1404,S. Okaka,Stefano Okaka,32,186,90,Italy,76,76,0,1734,379,ST,ST,?stanbul Ba?ak?ehir FK,6000000,38000,12000000,ST,2023,77,2021,FALSE,Not in team,,,,,,
1403,Juan Mata,Juan Manuel Mata García,34,170,63,Spain,76,76,0,1832,357,"CAM,RM",CAM,Galatasaray SK,3500000,56000,6700000,SUB,2023,64,2022,FALSE,Not in team,,,,,,
1402,H. Moreno,Héctor Moreno,34,186,75,Mexico,76,76,0,1806,377,CB,CB,Free agent,0,0,0,,,,2021,FALSE,Mexico,,,,,,
1401,Y. Gómez Andrade,Yeimar Gómez Andrade,30,187,92,Colombia,76,76,0,1601,362,CB,CB,Seattle Sounders FC,6000000,9000,9000000,CB,2024,28,2020,FALSE,Not in team,,,,,,
1400,T. Krul,Tim Krul,34,188,74,Netherlands,76,76,0,1221,411,GK,GK,Norwich City,1300000,31000,2500000,GK,2024,1,2018,FALSE,Netherlands,,,,,,
1399,L. De Silvestri,Lorenzo De Silvestri,34,186,84,Italy,76,76,0,2023,431,"RWB,RM",RWB,Bologna,2800000,28000,4800000,RM,2023,29,2020,FALSE,Not in team,,,,,,
1398,Falcao,Radamel Falcao García Zarate,36,177,72,Colombia,76,76,0,1891,377,ST,ST,Rayo Vallecano,2600000,17000,5500000,ST,2023,9,2021,FALSE,Not in team,,,,,,
1397,F. Quagliarella,Fabio Quagliarella,39,180,79,Italy,76,76,0,1868,384,ST,CAM,U.C. Sampdoria,2600000,16000,4700000,SUB,2023,27,2016,FALSE,Not in team,,,,,,
1396,R. Vormer,Ruud Vormer,34,178,79,Netherlands,76,76,0,2093,424,CM,CM,Club Brugge KV,3500000,25000,4900000,SUB,2023,25,2014,FALSE,Not in team,,,,,,
1395,F. Forster,Fraser Forster,34,201,93,England,76,76,0,1222,401,GK,GK,Tottenham Hotspur,1300000,52000,2500000,SUB,2024,20,2022,FALSE,Not in team,,,,,,
1394,R. Nainggolan,Radja Nainggolan,34,177,89,Belgium,76,76,0,2147,446,"CM,CAM,CDM",CM,Royal Antwerp FC,3500000,22000,5300000,CM,2023,4,2021,FALSE,Not in team,,,,,,
1393,I. Ili?,Ivan Ili?,21,187,75,Serbia,76,86,10,2051,441,"CM,CF",CAM,Hellas Verona,17000000,20000,32299999,CM,2026,14,2021,FALSE,Not in team,,,,,,
1392,S. Coleman,Séamus Coleman,33,177,77,Republic of Ireland,76,76,0,2012,425,"RB,RWB",RB,Everton,3900000,34000,7400000,SUB,2023,23,2009,FALSE,Republic of Ireland,,,,,,
1391,M. Gradel,Max-Alain Gradel,34,175,70,Côte d'Ivoire,76,76,0,1964,410,"LW,LM",CF,Demir Grup Sivasspor,3500000,20000,7000000,LM,2024,7,2020,FALSE,Not in team,,,,,,
1390,M. Sakho,Mamadou Sakho,32,187,83,France,76,76,0,1657,350,CB,CB,Montpellier Hérault SC,4900000,21000,9300000,SUB,2024,75,2021,FALSE,Not in team,,,,,,
1367,D. Rugani,Daniele Rugani,27,190,84,Italy,76,77,1,1660,362,CB,CB,Juventus,7500000,72000,13300000,SUB,2024,24,2015,FALSE,Not in team,,,,,,
1366,G. Fernández,Guillermo Fernández,30,178,75,Argentina,76,76,0,1989,420,"CM,CDM",CM,Boca Juniors,7000000,17000,9800000,CM,2024,8,2022,FALSE,Not in team,,,,,,
1365,M. Sanson,Morgan Sanson,27,180,73,France,76,76,0,2092,436,CM,CM,Aston Villa,8000000,66000,15200000,SUB,2025,8,2021,FALSE,Not in team,,,,,,
1364,J. Hart,Joe Hart,35,196,91,England,76,76,0,1293,423,GK,GK,Celtic,825000,23000,1500000,GK,2024,1,2021,FALSE,Not in team,,,,,,
1343,L. Pellegrini,Luca Pellegrini,23,178,72,Italy,76,82,6,1885,412,"LB,LWB",LB,Eintracht Frankfurt,11000000,61000,0,LB,2023,33,2019,TRUE,Not in team,,,,,,
1342,E. Mwepu,Enock Mwepu,24,184,76,Zambia,76,82,6,2099,454,"CM,CAM,CDM",CM,Brighton & Hove Albion,12000000,49000,25200000,SUB,2025,8,2021,FALSE,Not in team,,,,,,
1341,L. Romo,Luis Romo,27,182,84,Mexico,76,77,1,2031,432,"CM,CDM",CM,Free agent,0,0,0,,,,2022,FALSE,Mexico,,,,,,
1340,R. Aït Nouri,Rayan Aït Nouri,21,180,70,France,76,86,10,1882,402,"LWB,LB",LWB,Wolverhampton Wanderers,16000000,43000,33600000,LB,2026,3,2021,FALSE,Not in team,,,,,,
1339,C. Doucouré,Cheick Doucouré,22,180,73,Mali,76,78,2,1959,422,"CM,CDM",CDM,Crystal Palace,10000000,42000,19800000,CDM,2026,28,2022,FALSE,Not in team,,,,,,
1338,C. Jones,Curtis Jones,21,185,75,England,76,84,8,1960,423,CM,CM,Liverpool,17000000,60000,34900000,SUB,2025,17,2018,FALSE,Not in team,,,,,,
1337,Stephen Eustáquio,Stephen Antunes Eustáquio,25,178,67,Canada,76,82,6,1992,418,"CDM,CM",CDM,FC Porto,10500000,12000,23100000,SUB,2027,46,2022,FALSE,Canada,,,,,,
1336,H. Morita,Hidemasa Morita,27,177,69,Japan,76,77,1,1937,425,"CM,CDM",CM,Sporting CP,8500000,14000,17600000,CM,2026,5,2022,FALSE,Not in team,,,,,,
1335,D. Rossi,Diego Rossi,24,170,66,Uruguay,76,80,4,1855,391,"LM,LW",CAM,Fenerbahçe SK,11000000,49000,21700000,SUB,2025,9,2021,FALSE,Not in team,,,,,,
1334,J. Burkardt,Jonathan Burkardt,21,181,79,Germany,76,84,8,1942,423,"ST,CF,RW",ST,1. FSV Mainz 05,17000000,22000,32299999,ST,2024,29,2018,FALSE,Not in team,,,,,,
1333,P. Gueye,Pape Gueye,23,187,79,Senegal,76,82,6,1841,399,"CDM,CM",CDM,Olympique de Marseille,11000000,27000,23100000,SUB,2024,22,2020,FALSE,Not in team,,,,,,
1332,J. Wind,Jonas Wind,23,190,82,Denmark,76,82,6,1893,400,"ST,CF",ST,VfL Wolfsburg,12000000,38000,22800000,SUB,2026,23,2022,FALSE,Denmark,,,,,,
1331,Mauro Júnior,Mauro Jaqueson J. Ferreira Santos,23,171,62,Brazil,76,82,6,2041,429,"RB,LB,CAM",LM,PSV,11000000,14000,17600000,RB,2025,17,2017,FALSE,Not in team,,,,,,
1330,M. Damsgaard,Mikkel Damsgaard,21,180,71,Denmark,76,85,9,1932,414,"LM,LW",CAM,Brentford,17000000,33000,35700000,SUB,2027,24,2022,FALSE,Denmark,,,,,,
1329,Y. Belaïli,Youcef Belaïli,30,178,75,Algeria,76,76,0,1844,398,"LM,CAM",LM,Stade Brestois 29,7000000,23000,14000000,CAM,2023,31,2022,FALSE,Not in team,,,,,,
1328,N. Tenaglia,Nahuel Tenaglia,26,181,70,Argentina,76,79,3,1860,405,"RB,CB",RB,Deportivo Alavés,9000000,15000,0,RB,2023,14,2017,TRUE,Not in team,,,,,,
1327,T. Mitchell,Tyrick Mitchell,22,180,70,England,76,83,7,1798,389,LB,LB,Crystal Palace,14500000,38000,30500000,LB,2025,3,2017,FALSE,Not in team,,,,,,
1344,D. McNeil,Dwight McNeil,22,183,70,England,76,81,5,1954,408,"LM,RM",CAM,Everton,11500000,33000,22700000,SUB,2027,7,2022,FALSE,Not in team,,,,,,
1345,Catena,Alejandro Catena Marugán,27,194,82,Spain,76,78,2,1688,366,CB,CB,Rayo Vallecano,8000000,18000,17400000,CB,2023,5,2019,FALSE,Not in team,,,,,,
1346,Jovane Cabral,Jovane Eduardo Borges Cabral,24,174,81,Cape Verde Islands,76,82,6,1964,417,"LW,RW",RM,Sporting CP,12000000,13000,26400000,SUB,2025,77,2015,FALSE,Not in team,,,,,,
1356,Paulo Otávio,Paulo Otávio Rosa da Silva,27,174,68,Brazil,76,76,0,1922,415,"LB,LM",LB,VfL Wolfsburg,7000000,37000,11900000,LB,2023,6,2019,FALSE,Not in team,,,,,,
1363,C. Nielsen,Casper Nielsen,28,182,76,Denmark,76,76,0,2090,440,"CM,CDM",CM,Club Brugge KV,7500000,26000,10500000,CM,2026,27,2022,FALSE,Not in team,,,,,,
1362,A. Hegazi,Ahmed Hegazi,31,193,88,Egypt,76,76,0,1517,331,CB,CB,Al Ittihad,5000000,33000,8500000,CB,2023,26,2021,FALSE,Not in team,,,,,,
1361,André Ramalho,André Ramalho Silva,30,182,78,Brazil,76,76,0,1918,396,CB,CB,PSV,6000000,16000,8400000,SUB,2024,5,2021,FALSE,Not in team,,,,,,
1360,E. Mena,Eugenio Mena,33,173,74,Chile,76,76,0,1957,422,"LB,LWB",LB,Racing Club,3900000,17000,5900000,SUB,2022,5,2018,FALSE,Not in team,,,,,,
1359,F. Mollet,Florent Mollet,30,174,68,France,76,76,0,2016,414,"RM,CAM",RM,FC Schalke 04,7000000,24000,12600000,SUB,2025,20,2022,FALSE,Not in team,,,,,,
1358,J. Gastien,Johan Gastien,34,179,69,France,76,76,0,1919,402,CDM,CDM,Clermont Foot 63,2600000,18000,5200000,CDM,2025,25,2018,FALSE,Not in team,,,,,,
1357,Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,26,177,70,Brazil,76,79,3,2097,438,"CAM,CM,RM",CAM,Fulham,10000000,51000,19800000,CAM,2026,18,2022,FALSE,Not in team,,,,,,
1355,B. Traoré,Bertrand Traoré,26,181,73,Burkina Faso,76,76,0,1952,412,"RM,RW",RM,?stanbul Ba?ak?ehir FK,8000000,66000,0,RM,2023,9,2020,TRUE,Not in team,,,,,,
1347,A. Kalimuendo,Arnaud Kalimuendo,20,175,79,France,76,82,6,1813,387,ST,ST,Stade Rennais FC,12000000,34000,25200000,SUB,2027,9,2022,FALSE,Not in team,,,,,,
1354,R. Fraser,Ryan Fraser,28,163,70,Scotland,76,76,0,1969,413,"RM,LM",RM,Newcastle United,7500000,74000,14300000,SUB,2025,21,2020,FALSE,Not in team,,,,,,
1353,Roger,Roger Martí Salvador,31,179,74,Spain,76,76,0,1930,403,ST,ST,Elche CF,6500000,22000,14300000,ST,2026,18,2022,FALSE,Not in team,,,,,,
1352,A. Webster,Adam Webster,27,191,75,England,76,79,3,1673,379,CB,CB,Brighton & Hove Albion,8500000,51000,16800000,CB,2026,4,2019,FALSE,Not in team,,,,,,
1351,F. Vázquez,Franco Vázquez,33,187,82,Argentina,76,76,0,1963,411,"CAM,CM",CAM,Parma,4700000,6000,7500000,CAM,2023,10,2021,FALSE,Not in team,,,,,,
1350,C. Nørgaard,Christian Nørgaard,28,187,77,Denmark,76,76,0,1961,410,"CDM,CM",CDM,Brentford,6500000,42000,12400000,SUB,2025,6,2019,FALSE,Denmark,,,,,,
1349,A. Stach,Anton Stach,23,194,88,Germany,76,82,6,2020,436,"CM,CDM",CM,1. FSV Mainz 05,12000000,23000,22800000,CM,2024,6,2021,FALSE,Not in team,,,,,,
1348,R. Zentner,Robin Zentner,27,194,96,Germany,76,78,2,1207,426,GK,GK,1. FSV Mainz 05,7000000,20000,12400000,GK,2025,27,2017,FALSE,Not in team,,,,,,
1242,F. Medina,Facundo Medina,23,184,77,Argentina,76,79,3,1759,387,CB,CB,Racing Club de Lens,9000000,24000,17800000,CB,2024,14,2020,FALSE,Not in team,,,,,,
1325,Miranda,Juan Miranda González,22,185,79,Spain,76,84,8,1924,414,LB,LB,Real Betis Balompié,16000000,18000,36800000,SUB,2024,33,2021,FALSE,Not in team,,,,,,
1240,J. Mateta,Jean-Philippe Mateta,25,192,88,France,76,79,3,1770,387,ST,ST,Crystal Palace,10000000,51000,19800000,SUB,2026,14,2022,FALSE,Not in team,,,,,,
1137,M. Bizot,Marco Bizot,31,193,88,Netherlands,76,76,0,1251,418,GK,GK,Stade Brestois 29,4000000,17000,8000000,GK,2024,40,2021,FALSE,Not in team,,,,,,
1135,C. Fassnacht,Christian Fassnacht,28,185,77,Switzerland,76,76,0,1887,406,"RM,LM",RM,BSC Young Boys,7500000,24000,11300000,CM,2023,16,2017,FALSE,Not in team,,,,,,
1134,Vanderson,Vanderson de Oliveira Campos,21,180,74,Brazil,76,85,9,1983,427,"RM,RB",RM,AS Monaco,17000000,32000,35700000,RWB,2027,2,2022,FALSE,Not in team,,,,,,
1133,Luan Peres,Luan Peres Petroni,27,190,79,Brazil,76,76,0,1797,392,"LB,CB",LB,Fenerbahçe SK,7000000,51000,13300000,CB,2025,28,2022,FALSE,Not in team,,,,,,
1132,A. Sørloth,Alexander Sørloth,26,194,90,Norway,76,78,2,1896,413,ST,ST,Real Sociedad,9500000,48000,0,ST,2023,19,2020,TRUE,Norway,,,,,,
1131,M. Philipp,Maximilian Philipp,28,183,79,Germany,76,76,0,1909,406,"CF,CAM",CF,VfL Wolfsburg,7500000,45000,12800000,SUB,2025,17,2021,FALSE,Not in team,,,,,,
1130,Álvaro García,Álvaro García Rivera,29,167,61,Spain,76,76,0,1838,386,LM,LM,Rayo Vallecano,7500000,21000,15800000,LM,2023,18,2018,FALSE,Not in team,,,,,,
1129,Y. Sabaly,Youssouf Sabaly,29,173,67,Senegal,76,76,0,1852,401,"RB,RM",RB,Real Betis Balompié,6500000,22000,13700000,RB,2026,23,2021,FALSE,Not in team,,,,,,
1128,A. Petagna,Andrea Petagna,27,190,85,Italy,76,77,1,1808,392,ST,ST,AC Monza,9000000,48000,0,ST,2023,37,2020,TRUE,Not in team,,,,,,
1127,Kenedy,Robert Kenedy Nunes do Nascimento,26,182,77,Brazil,76,77,1,2002,422,"LM,RM",LM,Real Valladolid CF,9000000,23000,19600000,LM,2027,19,2022,FALSE,Not in team,,,,,,
1126,Ayoze Pérez,Ayoze Pérez Gutiérrez,28,178,72,Spain,76,76,0,2017,420,RW,RW,Leicester City,7500000,75000,14300000,SUB,2023,17,2019,FALSE,Not in team,,,,,,
1125,S. Guirassy,Serhou Guirassy,26,187,82,France,76,79,3,1904,397,ST,ST,VfB Stuttgart,10000000,44000,0,ST,2023,9,2020,TRUE,Not in team,,,,,,
1124,L. Montipò,Lorenzo Montipò,26,191,82,Italy,76,80,4,1205,417,GK,GK,Hellas Verona,8000000,20000,14200000,GK,2025,1,2022,FALSE,Not in team,,,,,,
1123,F. Angileri,Fabrizio Angileri,28,184,84,Argentina,76,76,0,2111,451,"LB,LWB",LB,Getafe CF,7000000,25000,14700000,LB,2026,3,2022,FALSE,Not in team,,,,,,
1122,L. Sigali,Leonardo Sigali,35,181,74,Argentina,76,76,0,1795,388,CB,CB,Racing Club,2000000,13000,3000000,CB,2022,30,2018,FALSE,Not in team,,,,,,
1121,L. Romero,Lucas Romero,28,167,70,Argentina,76,76,0,2068,433,"CDM,CM",CDM,Club Atlético Independiente,6500000,15000,9800000,CDM,2023,29,2019,FALSE,Not in team,,,,,,
1120,L. Dubois,Léo Dubois,27,178,65,France,76,76,0,1980,419,RB,RB,Galatasaray SK,7000000,51000,13300000,SUB,2025,2,2022,FALSE,Not in team,,,,,,
1119,I. Marcone,Iván Marcone,32,182,79,Argentina,76,76,0,1917,397,"CDM,CM",CDM,Club Atlético Independiente,5000000,14000,7500000,CDM,2024,23,2022,FALSE,Not in team,,,,,,
1136,Germán,Germán Sánchez Barahona,35,186,79,Spain,76,76,0,1602,354,CB,CB,Racing Santander,2000000,7000,3100000,CB,2024,16,2022,FALSE,Not in team,,,,,,
1138,M. Ozdoev,Magomed Ozdoev,29,184,78,Russia,76,76,0,2068,443,"CDM,CM",CDM,Fatih Karagümrük S.K.,6500000,24000,13000000,CM,2024,27,2022,FALSE,Not in team,,,,,,
1077,O. Edouard,Odsonne Edouard,24,187,83,France,76,82,6,1962,421,"ST,LW",ST,Crystal Palace,12000000,46000,25200000,ST,2025,22,2021,FALSE,Not in team,,,,,,
1139,E. Sviatchenko,Erik Sviatchenko,30,184,82,Denmark,76,76,0,1855,391,CB,CB,FC Midtjylland,6000000,25000,7800000,CB,2024,28,2018,FALSE,Not in team,,,,,,
1156,D. Sidibé,Djibril Sidibé,29,183,74,France,76,76,0,2019,428,"RB,CB",RB,AEK Athens,6500000,1000,14300000,SUB,2024,29,2022,FALSE,Not in team,,,,,,
1155,J. Schlupp,Jeffrey Schlupp,29,178,72,Ghana,76,76,0,2055,445,"LM,CM",LM,Crystal Palace,7500000,51000,14300000,CM,2023,15,2017,FALSE,Not in team,,,,,,
1154,Juan Jesus,Juan Guilherme Nunes Jesus,31,185,83,Brazil,76,76,0,1684,364,CB,CB,Napoli,5000000,41000,8500000,SUB,2023,5,2021,FALSE,Not in team,,,,,,
1153,M. Uth,Mark Uth,30,185,72,Germany,76,76,0,1959,407,"CAM,CF,ST",CAM,1. FC Köln,7000000,27000,12600000,SUB,2023,13,2021,FALSE,Not in team,,,,,,
